user_id,user_session,product_id,price,category_code,brand,num_views_product,purchased,start_time,end_time,num_views_session,duration,start_hour,start_minute,start_dayofweek,sessions_precedentes,num_prev_and_current_product_views,num_prev_product_views
378840875,9f78926d-8c91-48a1-b7e8-88e912e70ee3,26300500,168.6,"","",2,false,2019-10-21T17:01:19.000Z,2019-10-21T17:32:23.000Z,14,1864,17,1,2,0,2,0
379212342,a95537eb-806a-45ac-aa83-1c2795ebe7e9,1004806,342.09,electronics.smartphone,xiaomi,1,false,2019-10-29T02:22:41.000Z,2019-10-29T02:22:41.000Z,1,0,2,22,3,1,1,0
380708596,3fe7fd95-59ec-4206-935b-e14bb958282d,22700002,12.1,"",cablexpert,1,false,2019-10-22T13:41:05.000Z,2019-10-22T14:08:54.000Z,15,1669,13,41,3,0,1,0
380708596,3fe7fd95-59ec-4206-935b-e14bb958282d,22700003,12.53,"",cablexpert,1,false,2019-10-22T13:41:05.000Z,2019-10-22T14:08:54.000Z,15,1669,13,41,3,0,1,0
381336165,6660a6cd-86e7-4c75-af2f-4a62d056d1af,4900415,123.95,appliances.kitchen.juicer,kitfort,2,false,2019-10-29T03:06:01.000Z,2019-10-29T03:06:04.000Z,1,3,3,6,3,0,2,0
382101774,5552a771-a7d1-4990-b537-a28ac238b8e3,2601446,432.16,"",dauscher,1,false,2019-10-24T01:42:16.000Z,2019-10-24T02:02:31.000Z,8,1215,1,42,5,0,1,0
382593038,6593e620-32fb-4e63-9422-3625e10ecd6c,12718465,55.34000000000001,"","",6,false,2019-10-28T09:50:20.000Z,2019-10-28T09:55:22.000Z,5,302,9,50,2,0,6,0
382593038,e20238bc-5a62-4b7f-8736-b37bd64a3f53,12718465,55.34,"","",3,false,2019-10-31T14:04:03.000Z,2019-10-31T14:05:44.000Z,3,101,14,4,5,1,9,6
382652544,41140ab4-51ff-43d7-8aae-3534de5bc23a,17301077,153.15,"",montale,2,false,2019-11-01T15:51:52.000Z,2019-11-01T16:08:18.000Z,5,986,15,51,6,0,2,0
383785169,29ec8a42-0c4b-4a31-80b3-acb494f7e28a,54900014,51.48,apparel.costume,"",1,false,2019-11-02T08:37:17.000Z,2019-11-02T08:37:17.000Z,1,0,8,37,7,1,1,0
384629805,b6e7961e-45f6-4a0d-84d7-f0a44f82b9b9,12702178,126.01,"","",1,false,2019-11-03T06:10:14.000Z,2019-11-03T07:09:21.000Z,3,3547,6,10,1,0,1,0
386908545,fb878de3-2b13-40e3-a56b-991f8be36145,26204666,200.24,"","",1,false,2019-10-24T08:35:18.000Z,2019-10-24T10:38:21.000Z,12,7383,8,35,5,15,1,0
386908545,ad076841-44c2-4f5e-b748-a06ce5f70b4c,26601280,177.15,"","",1,false,2019-11-01T13:00:02.000Z,2019-11-01T13:10:28.000Z,4,626,13,0,6,39,1,0
387798561,e68c6482-b83b-4d0a-9154-c01b994ef876,22700236,55.34,"",force,1,false,2019-11-05T14:36:59.000Z,2019-11-05T14:55:07.000Z,15,1088,14,36,3,5,1,0
387798561,e68c6482-b83b-4d0a-9154-c01b994ef876,22700677,58.69,"",kingtul,1,false,2019-11-05T14:36:59.000Z,2019-11-05T14:55:07.000Z,15,1088,14,36,3,5,1,0
388330497,381d47f0-d675-401c-9038-dcc5783e933d,1004062,355.2,electronics.smartphone,xiaomi,2,false,2019-10-22T16:56:30.000Z,2019-10-22T17:12:32.000Z,8,962,16,56,3,1,2,0
388529847,9aa8800e-3fce-447d-bfa4-028f08d125dc,1801739,288.04,electronics.video.tv,samsung,3,false,2019-10-24T12:13:08.000Z,2019-10-24T12:15:59.000Z,1,171,12,13,5,0,3,0
392386729,8a56600e-f187-437f-ac22-70674f638929,28100993,99.1,"","",4,false,2019-11-05T04:53:06.000Z,2019-11-05T05:02:35.000Z,6,569,4,53,3,3,4,0
392386729,b62e8c5c-138b-44a0-989c-9bc9aa300cba,28100993,99.1,"","",5,false,2019-11-05T07:04:57.000Z,2019-11-05T07:20:35.000Z,11,938,7,4,3,4,9,4
394300322,055e3cd9-9533-458b-a465-3cf7c27a0b8f,17200935,849.19,furniture.living_room.sofa,"",1,false,2019-10-31T13:55:17.000Z,2019-10-31T14:23:12.000Z,8,1675,13,55,5,1,1,0
394371392,87f15d07-1b38-415a-b623-9756edc04392,25800032,46.31,medicine.tools.tonometer,gamma,2,false,2019-11-03T15:11:44.000Z,2019-11-03T15:11:51.000Z,1,7,15,11,1,0,2,0
395326827,3a8492d0-d4c4-4e00-a85e-76c447be51a8,8500094,757.79,"",bosch,1,false,2019-10-27T17:02:33.000Z,2019-10-27T17:02:33.000Z,1,0,17,2,1,0,1,0
396551959,b188f355-be3b-40ce-978f-58c9b0a1d0f6,1002634,385.83,electronics.smartphone,apple,1,false,2019-10-22T16:17:31.000Z,2019-10-22T16:17:31.000Z,1,0,16,17,3,0,1,0
396924356,8ffcc984-0ae5-494c-ba9c-e9c8f9423bc8,14300068,236.53,electronics.audio.music_tools.piano,yamaha,1,false,2019-10-29T15:15:44.000Z,2019-10-29T15:15:44.000Z,1,0,15,15,3,2,1,0
397136721,e81e54bc-89b0-441c-9348-e8441ae91c10,1004856,131.66,electronics.smartphone,samsung,2,false,2019-11-05T12:41:05.000Z,2019-11-05T12:58:15.000Z,7,1030,12,41,3,1,2,0
397136721,e81e54bc-89b0-441c-9348-e8441ae91c10,1005123,1183.78,electronics.smartphone,apple,1,false,2019-11-05T12:41:05.000Z,2019-11-05T12:58:15.000Z,7,1030,12,41,3,1,1,0
398057767,c11998a1-5c08-42e1-bde1-5b4c6a0ef9da,1004833,172.06,electronics.smartphone,samsung,2,false,2019-10-20T01:55:12.000Z,2019-10-20T01:56:52.000Z,4,100,1,55,1,0,2,0
398105356,4b7142e7-bd12-4435-a7ee-0b8a9a85e1dc,5100636,182.59,electronics.clocks,garmin,1,false,2019-10-22T15:18:53.000Z,2019-10-22T15:47:32.000Z,5,1719,15,18,3,0,1,0
398524214,2cf29e8b-9a56-47d5-bcc0-8b9b5c1971c7,26202722,109.14,"","",1,false,2019-10-22T12:03:50.000Z,2019-10-22T12:17:31.000Z,7,821,12,3,3,0,1,0
400346470,32b9d477-c30c-482a-a32a-07cf37e63804,4900015,167.29,appliances.kitchen.juicer,braun,1,false,2019-11-03T16:46:47.000Z,2019-11-03T17:29:40.000Z,21,2573,16,46,1,4,1,0
400346470,be8396c9-e230-4b5d-b35f-e22af38c931d,17200949,387.65,furniture.living_room.sofa,"",1,false,2019-10-24T16:50:44.000Z,2019-10-24T17:08:22.000Z,11,1058,16,50,5,1,1,0
400346470,ff5773b5-04b0-4b81-ac9d-6d4baaccf83a,42300032,59.2,furniture.living_room.cabinet,sv,1,false,2019-10-24T16:33:18.000Z,2019-10-24T16:44:40.000Z,10,682,16,33,5,0,1,0
400346470,ff5773b5-04b0-4b81-ac9d-6d4baaccf83a,42300072,178.9,furniture.living_room.cabinet,"",1,false,2019-10-24T16:33:18.000Z,2019-10-24T16:44:40.000Z,10,682,16,33,5,0,1,0
400680280,7e357786-6188-45e4-8dd4-1b257eeb9134,3100491,36.01,appliances.kitchen.blender,polaris,1,false,2019-10-24T13:37:45.000Z,2019-10-24T13:38:47.000Z,4,62,13,37,5,0,1,0
400680280,7e357786-6188-45e4-8dd4-1b257eeb9134,3100906,41.16,appliances.kitchen.blender,elenberg,1,false,2019-10-24T13:37:45.000Z,2019-10-24T13:38:47.000Z,4,62,13,37,5,0,1,0
400973110,5001cc23-f08c-4bbe-b45d-2768042aecf1,30500000,255.48,country_yard.cultivator,huter,1,false,2019-10-24T00:33:06.000Z,2019-10-24T00:37:58.000Z,5,292,0,33,5,4,1,0
402995494,2c0f63dc-b513-4041-bc2b-649ddb392664,3701576,458.16,appliances.environment.vacuum,thomas,5,false,2019-10-31T15:54:59.000Z,2019-10-31T16:21:12.000Z,12,1573,15,54,5,0,5,0
403732060,677e59de-3288-464f-9329-d3d7b58c8f66,1800931,384.8,electronics.video.tv,sony,4,false,2019-10-22T15:31:11.000Z,2019-10-22T15:33:54.000Z,3,163,15,31,3,0,4,0
404502801,c2739a16-b32f-4de0-a981-853bf7022225,1003281,586.16,electronics.smartphone,samsung,1,false,2019-10-28T02:59:49.000Z,2019-10-28T02:59:49.000Z,1,0,2,59,2,2,1,0
404502801,ed7ea30b-50d9-4059-805c-8f8cefdeeb3e,1003281,586.16,electronics.smartphone,samsung,1,false,2019-11-01T05:35:57.000Z,2019-11-01T05:35:57.000Z,1,0,5,35,6,3,2,1
404666934,c36906b1-4f85-466b-a8d0-36a0ca7476b9,1306413,759.32,computers.notebook,acer,1,false,2019-10-28T05:58:03.000Z,2019-10-28T06:03:57.000Z,12,354,5,58,2,7,1,0
404666934,c36906b1-4f85-466b-a8d0-36a0ca7476b9,1307449,2570.18,computers.notebook,asus,1,false,2019-10-28T05:58:03.000Z,2019-10-28T06:03:57.000Z,12,354,5,58,2,7,1,0
405193770,44c3605f-d815-442e-aceb-4222a80095f3,1307344,540.53,computers.notebook,asus,3,false,2019-10-23T10:03:43.000Z,2019-10-23T10:12:44.000Z,7,541,10,3,4,0,3,0
406775348,636e74b3-6c80-40dc-a892-089833066753,28720831,94.98,apparel.shoes,"",1,false,2019-11-05T13:31:33.000Z,2019-11-05T13:31:33.000Z,1,0,13,31,3,0,1,0
406803663,2bc114d0-06b1-4aeb-a85c-e3466f1b2b92,1002974,149.3,electronics.smartphone,huawei,1,false,2019-10-20T05:26:28.000Z,2019-10-20T05:37:56.000Z,4,688,5,26,1,0,1,0
406996724,28bf05a7-937b-460f-9fbf-a2ef0f7900a2,31500162,43.5,"",luminarc,1,false,2019-10-25T21:31:10.000Z,2019-10-25T21:47:00.000Z,16,950,21,31,6,0,1,0
407401439,61af7828-322b-4e36-b112-f7b94f085028,17301671,51.48333333333333,"",chloe,3,false,2019-10-20T23:58:12.000Z,2019-10-22T02:17:19.000Z,1,94747,23,58,1,0,3,0
407968745,54b21d3e-66ea-427a-a03e-2f935c62a968,1480451,404.1,computers.desktop,pulser,1,false,2019-11-01T13:53:07.000Z,2019-11-01T13:56:46.000Z,4,219,13,53,6,0,1,0
408181874,163ceedd-80b5-4dcd-9aaa-55c162d2cbc9,4900330,55.55,appliances.kitchen.juicer,vitek,1,false,2019-10-29T02:50:11.000Z,2019-10-29T03:01:07.000Z,7,656,2,50,3,4,1,0
408298773,0b31e4c8-7951-4b71-8505-f73dc843c255,14700050,201.81,furniture.living_room.cabinet,sv,1,false,2019-10-26T07:17:49.000Z,2019-10-26T07:25:50.000Z,10,481,7,17,7,0,1,0
408858428,459ba6ea-d026-4694-bd6f-8a9ba24fc065,12713686,96.78,"",dunlop,1,false,2019-10-21T05:11:10.000Z,2019-10-21T05:11:29.000Z,2,19,5,11,2,0,1,0
409868648,c94af5e3-a6a9-4d95-ae2a-ef29ac2090c1,22700528,97.81,"",force,1,false,2019-10-24T16:27:03.000Z,2019-10-24T16:27:03.000Z,1,0,16,27,5,1,1,0
410270375,6fb1e5ed-06e7-4644-90d4-42dcf2447029,26300624,292.16,"","",1,false,2019-10-30T16:40:07.000Z,2019-10-30T16:57:39.000Z,19,1052,16,40,4,2,1,0
410270375,6fb1e5ed-06e7-4644-90d4-42dcf2447029,26400314,342.09,"",lucente,1,false,2019-10-30T16:40:07.000Z,2019-10-30T16:57:39.000Z,19,1052,16,40,4,2,1,0
410270375,008c6743-34f9-4cfd-be64-5ba9e5e02112,26400355,270.02,"","",2,false,2019-10-30T16:32:38.000Z,2019-10-30T16:36:39.000Z,5,241,16,32,4,0,2,0
410535511,9761a61d-d0a0-4593-ab21-643da2f5e951,1305667,308.63,computers.notebook,hp,1,false,2019-10-23T10:54:55.000Z,2019-10-23T10:55:33.000Z,2,38,10,54,4,0,1,0
413154520,ea19a818-314f-41cc-abba-9a3df86705e9,26403337,61.01,"","",1,false,2019-10-23T18:57:32.000Z,2019-10-23T18:57:32.000Z,1,0,18,57,4,0,1,0
413202792,ea23e9d6-5028-4707-924c-c02b3ac505c8,25800005,40.41,medicine.tools.tonometer,omron,3,false,2019-10-29T14:27:54.000Z,2019-10-29T14:32:41.000Z,4,287,14,27,3,1,3,0
414251832,2046989d-7126-4211-8780-26b892ed2630,7005059,59.27,kids.carriage,babytime,1,false,2019-11-02T14:11:44.000Z,2019-11-02T14:11:44.000Z,1,0,14,11,7,0,1,0
414292839,f56940db-0c7f-40f3-ae85-ac03c2434130,1004864,102.68,electronics.smartphone,honor,2,false,2019-11-02T07:33:22.000Z,2019-11-02T07:34:08.000Z,2,46,7,33,7,0,2,0
414766304,d8d17545-d839-4185-ad93-17fa93f55930,22700384,14.67,"",kolner,1,false,2019-10-31T17:46:55.000Z,2019-10-31T18:05:53.000Z,13,1138,17,46,5,0,1,0
415096888,9a28e991-e2dc-4f6f-ba60-556ca9fe9858,1004777,135.01,electronics.smartphone,xiaomi,1,false,2019-10-31T15:00:09.000Z,2019-10-31T15:00:09.000Z,1,0,15,0,5,1,1,0
415241896,e176e1a9-37bf-40ad-ae44-aca6a94c03c4,3601369,102.42,appliances.kitchen.washer,willmark,1,false,2019-10-24T21:00:25.000Z,2019-11-04T20:00:59.000Z,40,946834,21,0,5,0,1,0
415241896,e176e1a9-37bf-40ad-ae44-aca6a94c03c4,3601615,295.99,appliances.kitchen.washer,"",1,false,2019-10-24T21:00:25.000Z,2019-11-04T20:00:59.000Z,40,946834,21,0,5,0,1,0
415751956,33338b7d-4c7b-4024-aaf1-91ca92a345a1,4802930,50.6,electronics.audio.headphone,elari,3,false,2019-10-20T21:00:26.000Z,2019-10-20T21:01:23.000Z,1,57,21,0,1,0,3,0
416571839,853e6696-e860-4cb7-b5ca-5228feeb0c39,1004838,154.19,electronics.smartphone,oppo,1,false,2019-10-20T07:15:53.000Z,2019-10-20T07:15:53.000Z,1,0,7,15,1,0,1,0
417042755,6751d585-10b5-490b-a4a5-744ea3fa3440,15500058,55.34,"","",2,false,2019-10-29T14:57:42.000Z,2019-10-29T15:21:53.000Z,32,1451,14,57,3,0,2,0
417042755,2b2f9d8e-3d87-4402-82b0-5e3e89e3eec9,15500058,55.34,"","",1,false,2019-10-29T15:34:18.000Z,2019-10-29T15:37:13.000Z,7,175,15,34,3,1,3,2
417042755,2b2f9d8e-3d87-4402-82b0-5e3e89e3eec9,15500250,41.19,"",terris,1,false,2019-10-29T15:34:18.000Z,2019-10-29T15:37:13.000Z,7,175,15,34,3,1,1,0
417573783,ebeed6d2-81f7-40b1-bf13-4bee40c13ef3,1802006,527.43,electronics.video.tv,lg,1,false,2019-10-31T09:44:18.000Z,2019-10-31T10:37:45.000Z,17,3207,9,44,5,0,1,0
417754567,a892df8e-7a91-4981-a0f9-fa5f006abb86,1005239,282.61,electronics.smartphone,xiaomi,1,false,2019-10-29T17:19:27.000Z,2019-10-29T17:51:22.000Z,2,1915,17,19,3,9,1,0
418024741,499ae50b-30f9-4a29-8e19-1f0a69e781ec,7006225,92.34,kids.carriage,babytime,1,false,2019-10-31T13:59:35.000Z,2019-10-31T14:52:16.000Z,13,3161,13,59,5,0,1,0
418719944,eccda577-f80e-4f5e-8e48-fdac670d669d,3701084,433.66,appliances.environment.vacuum,xiaomi,1,false,2019-10-21T01:34:14.000Z,2019-10-21T01:34:14.000Z,1,0,1,34,2,0,1,0
418719944,7f7814b6-0e78-4567-bf17-e5dfeb276898,3701084,433.57,appliances.environment.vacuum,xiaomi,1,false,2019-10-21T06:52:10.000Z,2019-10-21T06:52:10.000Z,1,0,6,52,2,1,2,1
419005645,3f599ca1-7766-402b-88fb-f5b9d20f919c,1307254,1003.6,computers.notebook,lenovo,1,false,2019-11-03T12:57:24.000Z,2019-11-03T12:57:24.000Z,1,0,12,57,1,0,1,0
419381582,0e712634-8546-48e9-a44b-bec01017841a,2501671,61.75,appliances.kitchen.oven,bbk,4,false,2019-10-22T19:11:02.000Z,2019-10-22T19:23:44.000Z,6,762,19,11,3,1,4,0
419381582,44b12d79-1d97-3255-f7e7-959748df2b92,2501671,61.75,appliances.kitchen.oven,bbk,1,false,2019-10-22T23:37:53.000Z,2019-10-22T23:48:53.000Z,9,660,23,37,3,2,5,4
419471999,99dec86e-18f9-433b-a489-570b14836dfc,3701084,462.56,appliances.environment.vacuum,xiaomi,3,false,2019-11-03T10:00:47.000Z,2019-11-03T11:22:20.000Z,9,4893,10,0,1,0,3,0
419471999,ec711d1b-4b1f-4b74-a6ac-8bf5aa1835b2,3701084,462.56,appliances.environment.vacuum,xiaomi,1,false,2019-11-03T11:23:46.000Z,2019-11-03T12:48:34.000Z,12,5088,11,23,1,1,4,3
420057127,c79dc6cd-7dd6-4c02-a222-30667081dc6e,13105144,180.18,"",skad,1,false,2019-10-28T05:33:13.000Z,2019-10-28T05:33:13.000Z,1,0,5,33,2,0,1,0
420430156,aed854f0-f8b5-43bd-a804-e235990b2605,17601544,7.85,"",farmstay,1,false,2019-10-23T17:10:12.000Z,2019-10-23T17:10:12.000Z,1,0,17,10,4,0,1,0
420467005,d1f5f6c3-3133-412c-9058-ac9337858ab3,26800076,482.64,"","",2,false,2019-11-01T14:29:05.000Z,2019-11-01T14:29:29.000Z,2,24,14,29,6,4,2,0
420955383,b67bc9fb-74d8-4cb6-92d4-56e25d1ae570,1003942,187.41,electronics.smartphone,xiaomi,1,false,2019-10-29T09:43:31.000Z,2019-10-29T09:45:10.000Z,2,99,9,43,3,2,1,0
420955383,a85a3ae8-6e2a-41ac-ae41-199655aed97f,17301049,216.22,"",chanel,2,false,2019-10-28T16:42:07.000Z,2019-10-28T16:42:14.000Z,1,7,16,42,2,0,2,0
422612012,a5bb3e73-85b5-6c2e-2487-860d29c62b70,6700993,369.89,computers.components.videocards,msi,2,false,2019-11-04T13:59:18.000Z,2019-11-04T14:48:15.000Z,14,2937,13,59,2,1,2,0
422612012,0bae37dc-323e-4393-84c5-ea08c66c1856,6700993,369.89000000000004,computers.components.videocards,msi,3,false,2019-11-05T08:33:56.000Z,2019-11-05T09:45:17.000Z,5,4281,8,33,3,2,5,2
422612012,6cd70c72-52f5-437d-82a9-c77624ebed1a,6700993,369.88999999999993,computers.components.videocards,msi,6,false,2019-11-05T13:09:23.000Z,2019-11-05T14:42:43.000Z,14,5600,13,9,3,3,11,5
